RelativePath,Name,Extension,Size_bytes,Hash_MD5,Dimensions,Folder
hydrology/total_runoff/03_total_runoff_domain_mean_timeseries_2016.pdf,03_total_runoff_domain_mean_timeseries_2016.pdf,.pdf,29176,c3a8be8524af16edddb84e64f8cfed4b,N/A,hydrology
hydrology/total_runoff/02_total_runoff_differences_2016.png,02_total_runoff_differences_2016.png,.png,580190,685e3568bae863fe5618e4d14d65d624,10221x2705,hydrology
hydrology/total_runoff/processing_log.yaml,processing_log.yaml,.yaml,2715,fc0c6b3a92a31aad153d8cf6897ee192,N/A,hydrology
hydrology/baseflow/resolved_config.yaml,resolved_config.yaml,.yaml,4301,4714ae7fbea75d507684f69494969fc3,N/A,hydrology
hydrology/baseflow/baseflow_differences_2016.json,baseflow_differences_2016.json,.json,273,459db130900272a1ab5963da0114f2d2,N/A,hydrology
hydrology/baseflow/baseflow_differences_2016.png,baseflow_differences_2016.png,.png,177301,469298ac6a0aefbdaf85eb3b45219aad,4204x1354,hydrology
hydrology/baseflow/baseflow_annual_mean_2016.png,baseflow_annual_mean_2016.png,.png,151629,880423dddc625983e3eac6674f58d2f6,4204x1354,hydrology
hydrology/baseflow/baseflow_domain_mean_timeseries_2016.json,baseflow_domain_mean_timeseries_2016.json,.json,290,3225fb5594d7a8f60c2996446478bf15,N/A,hydrology
hydrology/baseflow/03_baseflow_domain_mean_timeseries_2016.png,03_baseflow_domain_mean_timeseries_2016.png,.png,521379,233af3f629e7aef57067ef1ce35606d7,5936x3535,hydrology
hydrology/baseflow/02_baseflow_differences_2016.pdf,02_baseflow_differences_2016.pdf,.pdf,140954,3239453598ee60f678539caec2af6fd8,N/A,hydrology
hydrology/baseflow/01_baseflow_annual_mean_2016.pdf,01_baseflow_annual_mean_2016.pdf,.pdf,145404,a39cc5c76f6e4fb14aeb72b8f130df27,N/A,hydrology
hydrology/baseflow/baseflow_domain_mean_timeseries_2016.png,baseflow_domain_mean_timeseries_2016.png,.png,178320,f7e96e1f335d93b09907e5099fb517e6,3004x1204,hydrology
hydrology/baseflow/02_baseflow_differences_2016.png,02_baseflow_differences_2016.png,.png,585199,7a28ec99987f918bd3ca043428320ffb,10255x2705,hydrology
hydrology/baseflow/baseflow_annual_mean_2016.json,baseflow_annual_mean_2016.json,.json,275,40d189a93a68053f9be038b8a44497b7,N/A,hydrology
hydrology/baseflow/01_baseflow_annual_mean_2016.png,01_baseflow_annual_mean_2016.png,.png,513669,defb98c553aeb1266cb21e0054143ea0,10237x2705,hydrology
hydrology/baseflow/03_baseflow_domain_mean_timeseries_2016.pdf,03_baseflow_domain_mean_timeseries_2016.pdf,.pdf,21749,27e7e9918b804b5592185380bf78275f,N/A,hydrology
hydrology/baseflow/processing_log.yaml,processing_log.yaml,.yaml,1165,a912e129ca1b477a2396b9a226fa8871,N/A,hydrology
hydrology/evapotranspiration/evapotranspiration_domain_mean_timeseries_2016.json,evapotranspiration_domain_mean_timeseries_2016.json,.json,330,86469071de66a89c4fb6d831e51733f8,N/A,hydrology
hydrology/evapotranspiration/resolved_config.yaml,resolved_config.yaml,.yaml,4111,eddefb548fd7d1781ebe2974c013af91,N/A,hydrology
hydrology/evapotranspiration/evapotranspiration_domain_mean_timeseries_2016.png,evapotranspiration_domain_mean_timeseries_2016.png,.png,515568,92ac2fc115d5cc8f7ebd8b985243eeb0,3004x1204,hydrology
hydrology/evapotranspiration/evapotranspiration_differences_2016.json,evapotranspiration_differences_2016.json,.json,313,d1fd3207ed6253b79b4c9ba7900b30bb,N/A,hydrology
hydrology/evapotranspiration/02_evapotranspiration_differences_2016.png,02_evapotranspiration_differences_2016.png,.png,592977,64bb130b2128757878061c932d50fdb8,10221x2680,hydrology
hydrology/evapotranspiration/evapotranspiration_differences_2016.png,evapotranspiration_differences_2016.png,.png,200705,3977751f5cd37c1181cac8d632dd1e78,4204x1354,hydrology
hydrology/evapotranspiration/03_evapotranspiration_domain_mean_timeseries_2016.pdf,03_evapotranspiration_domain_mean_timeseries_2016.pdf,.pdf,32140,8b52bac05603864796af8663e289b880,N/A,hydrology
hydrology/evapotranspiration/03_evapotranspiration_domain_mean_timeseries_2016.png,03_evapotranspiration_domain_mean_timeseries_2016.png,.png,976121,9da66bcdf61059528e95fabcc5872de4,5878x3536,hydrology
hydrology/evapotranspiration/01_evapotranspiration_annual_mean_2016.png,01_evapotranspiration_annual_mean_2016.png,.png,475488,ac20de19af1b36aa54e7685f0dbd86fd,10098x2680,hydrology
hydrology/evapotranspiration/evapotranspiration_annual_mean_2016.json,evapotranspiration_annual_mean_2016.json,.json,315,302d14e2304153ab6f184d3c9f7d4ea1,N/A,hydrology
hydrology/evapotranspiration/02_evapotranspiration_differences_2016.pdf,02_evapotranspiration_differences_2016.pdf,.pdf,135175,0f2daf1805e32afe895e91c54a40ee74,N/A,hydrology
hydrology/evapotranspiration/01_evapotranspiration_annual_mean_2016.pdf,01_evapotranspiration_annual_mean_2016.pdf,.pdf,118287,3974af215412cacca6c893cab118a32e,N/A,hydrology
hydrology/evapotranspiration/evapotranspiration_annual_mean_2016.png,evapotranspiration_annual_mean_2016.png,.png,147293,1af925de33f7fceb46fa1171b3071773,4204x1354,hydrology
hydrology/evapotranspiration/processing_log.yaml,processing_log.yaml,.yaml,1132,34316cf8c57191762369ed2393ed84ba,N/A,hydrology
runoff_partitioning/runoff_partitioning_2016.json,runoff_partitioning_2016.json,.json,372,0f10d84516234307a005b475ca74512d,N/A,runoff_partitioning
runoff_partitioning/runoff_partitioning_2016.png,runoff_partitioning_2016.png,.png,61327,315781f6761639f82cefa0796c10edac,2178x794,runoff_partitioning
